image_path,Сезон,Материал подошвы,Материал верха,Цвет,Страна производства
images_shoes\image_4_MP002XM0BIOS_24598194_5_v1.jpg,зима,"термополиуретан, этиленвинилацетат","искусственная кожа, текстиль",черный,
images_shoes\image_0_MP002XM0BYJG_25165577_1_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BYJG_25165578_2_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BYJG_25165579_3_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BYJG_25165580_4_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_4_MP002XM0BYJG_25165581_5_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_5_MP002XM0BYJG_25165582_6_v1.jpg,зима,термоэластопласт,натуральная кожа,черный,
images_shoes\image_0_MP002XM0BA38_25158859_1_v1.jpg,демисезон,резина,натуральная замша,коричневый,
images_shoes\image_1_MP002XM0BA38_25158860_2_v1.jpg,демисезон,резина,натуральная замша,коричневый,
images_shoes\image_2_MP002XM0BA38_25158861_3_v1.jpg,демисезон,резина,натуральная замша,коричневый,
images_shoes\image_3_MP002XM0BA38_25158862_4_v1.jpg,демисезон,резина,натуральная замша,коричневый,
images_shoes\image_4_MP002XM0BA38_25158863_5_v1.jpg,демисезон,резина,натуральная замша,коричневый,
images_shoes\image_0_RTLADT162801_24913001_1_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полимер,черный,
images_shoes\image_1_RTLADT162801_24913002_2_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полимер,черный,
images_shoes\image_2_RTLADT162801_24913003_3_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полимер,черный,
images_shoes\image_3_RTLADT162801_24913004_4_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полимер,черный,
images_shoes\image_4_RTLADT162801_24913005_5_v1_2x.jpg,демисезон,"резина, этиленвинилацетат",полимер,черный,
images_shoes\image_0_MP002XM0VJYA_22092078_1_v1_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_1_MP002XM0VJYA_22092080_2_v1_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_2_MP002XM0VJYA_22092076_3_v1_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_3_MP002XM0VJYA_22091875_4_v1_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_4_MP002XM0VJYA_22091889_5_v1_2x.jpeg,демисезон,этиленвинилацетат,"натуральный велюр, текстиль",синий,
images_shoes\image_0_RTLADO089401_24100680_1_v1.jpg,мульти,резина,натуральная кожа,голубой,
images_shoes\image_1_RTLADO089401_24100681_2_v1.jpg,мульти,резина,натуральная кожа,голубой,
images_shoes\image_2_RTLADO089401_24100682_3_v1.jpg,мульти,резина,натуральная кожа,голубой,
images_shoes\image_3_RTLADO089401_24100683_4_v1.jpg,мульти,резина,натуральная кожа,голубой,
images_shoes\image_4_RTLADO089401_24100684_5_v1.jpg,мульти,резина,натуральная кожа,голубой,
images_shoes\image_0_MP002XM1ZPCR_13157658_1_v2.jpg,мульти,этиленвинилацетат,полиуретан,черный,
images_shoes\image_1_MP002XM1ZPCR_13157659_2_v1.jpg,мульти,этиленвинилацетат,полиуретан,черный,
images_shoes\image_2_MP002XM1ZPCR_13157660_3_v1.jpg,мульти,этиленвинилацетат,полиуретан,черный,
images_shoes\image_3_MP002XM1ZPCR_13157661_4_v1.jpg,мульти,этиленвинилацетат,полиуретан,черный,
images_shoes\image_4_MP002XM1ZPCR_13157662_5_v1.jpg,мульти,этиленвинилацетат,полиуретан,черный,
images_shoes\image_0_RTLADQ845101_24362279_1_v2.jpg,мульти,резина,"полимер, текстиль",хаки,
images_shoes\image_1_RTLADQ845101_24362280_2_v2.jpg,мульти,резина,"полимер, текстиль",хаки,
images_shoes\image_2_RTLADQ845101_24362281_3_v2.jpg,мульти,резина,"полимер, текстиль",хаки,
images_shoes\image_3_RTLADQ845101_24362282_4_v2.jpg,мульти,резина,"полимер, текстиль",хаки,
images_shoes\image_4_RTLADQ845101_24362283_5_v2.jpg,мульти,резина,"полимер, текстиль",хаки,
images_shoes\image_0_MP002XM0BA7N_24040783_1_v1.jpg,лето,термоэластопласт,натуральная кожа,черный,
images_shoes\image_1_MP002XM0BA7N_24040784_2_v1.jpg,лето,термоэластопласт,натуральная кожа,черный,
images_shoes\image_2_MP002XM0BA7N_24040785_3_v1.jpg,лето,термоэластопласт,натуральная кожа,черный,
images_shoes\image_3_MP002XM0BA7N_24040786_4_v1.jpg,лето,термоэластопласт,натуральная кожа,черный,
images_shoes\image_4_MP002XM0BA7N_24040787_5_v1.jpg,лето,термоэластопласт,натуральная кожа,черный,
images_shoes\image_0_RTLADA109001_21245372_1_v1.jpg,зима,резина,искусственная кожа,черный,
images_shoes\image_1_RTLADA109001_21245373_2_v1.jpg,зима,резина,искусственная кожа,черный,
images_shoes\image_2_RTLADA109001_21245374_3_v1.jpg,зима,резина,искусственная кожа,черный,
images_shoes\image_3_RTLADA109001_21245375_4_v1.jpg,зима,резина,искусственная кожа,черный,
images_shoes\image_4_RTLADA109001_21245376_5_v1.jpg,зима,резина,искусственная кожа,черный,
images_shoes\image_0_MP002XM0B17N_20738617_1_v1.jpg,демисезон,"полиуретан, резина","искусственная кожа, текстиль",черный,
images_shoes\image_1_MP002XM0B17N_20738618_2_v1.jpg,демисезон,"полиуретан, резина","искусственная кожа, текстиль",черный,
images_shoes\image_2_MP002XM0B17N_20738619_3_v1.jpg,демисезон,"полиуретан, резина","искусственная кожа, текстиль",черный,
images_shoes\image_3_MP002XM0B17N_20738620_4_v1.jpg,демисезон,"полиуретан, резина","искусственная кожа, текстиль",черный,
images_shoes\image_4_MP002XM0B17N_20738621_5_v1.jpg,демисезон,"полиуретан, резина","искусственная кожа, текстиль",черный,
images_shoes\image_0_RTLACX129901_20832216_1_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_1_RTLACX129901_20832217_2_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_2_RTLACX129901_20832218_3_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_3_RTLACX129901_20832219_4_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_4_RTLACX129901_20832220_5_v1.jpg,мульти,этиленвинилацетат,натуральная кожа,черный,
images_shoes\image_0_RTLADP704101_23981970_1_v1.jpg,мульти,"полиуретан, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_1_RTLADP704101_23981971_2_v1.jpg,мульти,"полиуретан, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_2_RTLADP704101_23981972_3_v1.jpg,мульти,"полиуретан, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_3_RTLADP704101_23981973_4_v1.jpg,мульти,"полиуретан, этиленвинилацетат",натуральная кожа,черный,
images_shoes\image_4_RTLADP704101_23981974_5_v1.jpg,мульти,"полиуретан, этиленвинилацетат",натуральная кожа,черный,
